O_ORDERKEY,O_ORDERDATE,O_TOTALPRICE,O_ORDERSTATUS,O_ORDERPRIORITY,CUSTOMER_NAME,MARKET_SEGMENT,NATION,REGION
4846721,1992-01-05,102046.02,F,2-HIGH,Customer#000028963,HOUSEHOLD,UNITED KINGDOM,EUROPE
350528,1992-01-05,250349.84,F,1-URGENT,Customer#000124201,AUTOMOBILE,ARGENTINA,AMERICA
335303,1992-01-05,140685.08,F,3-MEDIUM,Customer#000071983,BUILDING,RUSSIA,EUROPE
4824646,1992-01-05,54834.71,F,3-MEDIUM,Customer#000142210,HOUSEHOLD,ROMANIA,EUROPE
426881,1992-01-05,241907.63,F,3-MEDIUM,Customer#000135922,MACHINERY,GERMANY,EUROPE
2112897,1992-01-05,305072.34,F,2-HIGH,Customer#000110746,HOUSEHOLD,IRAN,MIDDLE EAST
5711232,1992-01-05,225611.25,F,1-URGENT,Customer#000032155,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
5692993,1992-01-05,108147.38,F,3-MEDIUM,Customer#000055792,BUILDING,JORDAN,MIDDLE EAST
4626720,1992-01-05,5758.75,F,1-URGENT,Customer#000053296,AUTOMOBILE,BRAZIL,AMERICA
2171687,1992-01-05,149501.75,F,5-LOW,Customer#000087746,MACHINERY,CHINA,ASIA
186048,1992-01-05,150670.69,F,2-HIGH,Customer#000067382,MACHINERY,INDONESIA,ASIA
5077761,1992-01-05,137318.27,F,5-LOW,Customer#000063262,FURNITURE,FRANCE,EUROPE
5024547,1992-01-05,237940.03,F,5-LOW,Customer#000145576,MACHINERY,ETHIOPIA,AFRICA
5886114,1992-01-05,218842.13,F,5-LOW,Customer#000135787,HOUSEHOLD,FRANCE,EUROPE
5815334,1992-01-05,125777.76,F,3-MEDIUM,Customer#000079960,AUTOMOBILE,VIETNAM,ASIA
5517349,1992-01-05,379110.30,F,5-LOW,Customer#000098711,HOUSEHOLD,IRAN,MIDDLE EAST
2095460,1992-01-05,187602.91,F,1-URGENT,Customer#000142081,AUTOMOBILE,UNITED KINGDOM,EUROPE
5391713,1992-01-05,62496.68,F,5-LOW,Customer#000054754,BUILDING,CHINA,ASIA
5292135,1992-01-05,125884.98,F,2-HIGH,Customer#000146216,BUILDING,GERMANY,EUROPE
5856935,1992-01-05,136958.23,F,1-URGENT,Customer#000139447,MACHINERY,JORDAN,MIDDLE EAST
5021190,1992-01-05,297639.01,F,5-LOW,Customer#000045188,AUTOMOBILE,ETHIOPIA,AFRICA
5207296,1992-01-05,186657.91,F,2-HIGH,Customer#000051637,AUTOMOBILE,ETHIOPIA,AFRICA
5568225,1992-01-05,76290.84,F,4-NOT SPECIFIED,Customer#000017953,HOUSEHOLD,UNITED KINGDOM,EUROPE
2119460,1992-01-05,257035.46,F,1-URGENT,Customer#000046310,BUILDING,CANADA,AMERICA
806051,1992-01-05,71866.90,F,2-HIGH,Customer#000047924,MACHINERY,UNITED STATES,AMERICA
1928260,1992-01-05,22696.30,F,3-MEDIUM,Customer#000007492,AUTOMOBILE,UNITED STATES,AMERICA
282725,1992-01-05,182390.21,F,5-LOW,Customer#000003988,AUTOMOBILE,EGYPT,MIDDLE EAST
492998,1992-01-05,164235.29,F,4-NOT SPECIFIED,Customer#000131911,MACHINERY,IRAN,MIDDLE EAST
260935,1992-01-05,46129.80,F,4-NOT SPECIFIED,Customer#000058028,FURNITURE,RUSSIA,EUROPE
55011,1992-01-05,222034.49,F,1-URGENT,Customer#000083203,MACHINERY,MOZAMBIQUE,AFRICA
5788193,1992-01-05,198124.89,F,2-HIGH,Customer#000045148,HOUSEHOLD,MOROCCO,AFRICA
510272,1992-01-05,160568.37,F,5-LOW,Customer#000114958,FURNITURE,IRAQ,MIDDLE EAST
1273957,1992-01-05,243971.90,F,2-HIGH,Customer#000045047,BUILDING,PERU,AMERICA
3805698,1992-01-05,119164.06,F,3-MEDIUM,Customer#000122671,BUILDING,ETHIOPIA,AFRICA
2500387,1992-01-05,171139.37,F,4-NOT SPECIFIED,Customer#000085474,BUILDING,IRAN,MIDDLE EAST
5518949,1992-01-05,116658.51,F,3-MEDIUM,Customer#000091753,BUILDING,IRAN,MIDDLE EAST
1020390,1992-01-05,145823.18,F,4-NOT SPECIFIED,Customer#000001681,HOUSEHOLD,MOZAMBIQUE,AFRICA
2631682,1992-01-05,173945.79,F,3-MEDIUM,Customer#000136610,BUILDING,CHINA,ASIA
2955045,1992-01-05,81220.29,F,3-MEDIUM,Customer#000121429,FURNITURE,KENYA,AFRICA
2559044,1992-01-05,240657.83,F,1-URGENT,Customer#000088954,AUTOMOBILE,ARGENTINA,AMERICA
674884,1992-01-05,253918.89,F,4-NOT SPECIFIED,Customer#000071557,MACHINERY,ALGERIA,AFRICA
2482247,1992-01-05,204203.04,F,2-HIGH,Customer#000116789,FURNITURE,MOROCCO,AFRICA
2617732,1992-01-05,123189.88,F,5-LOW,Customer#000109240,FURNITURE,JAPAN,ASIA
2427425,1992-01-05,149832.45,F,5-LOW,Customer#000053053,BUILDING,VIETNAM,ASIA
1428803,1992-01-05,139926.76,F,5-LOW,Customer#000118090,FURNITURE,CANADA,AMERICA
3729089,1992-01-05,265640.95,F,4-NOT SPECIFIED,Customer#000126760,BUILDING,CHINA,ASIA
1044160,1992-01-05,189120.79,F,1-URGENT,Customer#000096827,HOUSEHOLD,RUSSIA,EUROPE
1061444,1992-01-05,183520.98,F,1-URGENT,Customer#000089803,HOUSEHOLD,MOROCCO,AFRICA
1064611,1992-01-05,20437.49,F,4-NOT SPECIFIED,Customer#000058252,BUILDING,GERMANY,EUROPE
1029702,1992-01-05,49246.55,F,2-HIGH,Customer#000041861,BUILDING,CANADA,AMERICA
770532,1992-01-05,166237.91,F,1-URGENT,Customer#000145522,HOUSEHOLD,GERMANY,EUROPE
1751012,1992-01-05,230895.80,F,2-HIGH,Customer#000042259,MACHINERY,JORDAN,MIDDLE EAST
2786209,1992-01-05,112109.69,F,5-LOW,Customer#000099737,HOUSEHOLD,IRAN,MIDDLE EAST
3648039,1992-01-05,18041.24,F,5-LOW,Customer#000047050,FURNITURE,KENYA,AFRICA
4915680,1992-01-05,44260.36,F,1-URGENT,Customer#000006406,AUTOMOBILE,VIETNAM,ASIA
1340833,1992-01-05,147561.82,F,4-NOT SPECIFIED,Customer#000125131,MACHINERY,ETHIOPIA,AFRICA
3905891,1992-01-05,304511.01,F,3-MEDIUM,Customer#000128248,MACHINERY,CANADA,AMERICA
1259426,1992-01-05,274854.02,F,2-HIGH,Customer#000069007,FURNITURE,IRAQ,MIDDLE EAST
3924740,1992-01-05,109900.28,F,2-HIGH,Customer#000026887,FURNITURE,ALGERIA,AFRICA
1731171,1992-01-05,93907.37,F,3-MEDIUM,Customer#000033877,FURNITURE,CANADA,AMERICA
3857637,1992-01-05,64697.64,F,1-URGENT,Customer#000114562,AUTOMOBILE,VIETNAM,ASIA
3622375,1992-01-05,212891.55,F,1-URGENT,Customer#000007325,BUILDING,BRAZIL,AMERICA
3662084,1992-01-05,45250.76,F,4-NOT SPECIFIED,Customer#000066320,HOUSEHOLD,ARGENTINA,AMERICA
4072389,1992-01-05,203687.79,F,2-HIGH,Customer#000091645,BUILDING,GERMANY,EUROPE
3848102,1992-01-05,64133.82,F,4-NOT SPECIFIED,Customer#000000284,AUTOMOBILE,FRANCE,EUROPE
4006625,1992-01-05,237415.66,F,3-MEDIUM,Customer#000019657,MACHINERY,INDIA,ASIA
4101159,1992-01-05,72383.62,F,1-URGENT,Customer#000051562,AUTOMOBILE,ROMANIA,EUROPE
3780900,1992-01-05,25455.18,F,3-MEDIUM,Customer#000009382,MACHINERY,MOZAMBIQUE,AFRICA
1594144,1992-01-05,210552.74,F,4-NOT SPECIFIED,Customer#000138619,MACHINERY,ETHIOPIA,AFRICA
1666567,1992-01-05,191364.51,F,2-HIGH,Customer#000015202,HOUSEHOLD,MOROCCO,AFRICA
3925698,1992-01-05,208821.71,F,4-NOT SPECIFIED,Customer#000011575,MACHINERY,VIETNAM,ASIA
3728038,1992-01-05,218198.29,F,5-LOW,Customer#000104326,HOUSEHOLD,PERU,AMERICA
4506438,1992-01-05,114307.80,F,4-NOT SPECIFIED,Customer#000088444,HOUSEHOLD,JAPAN,ASIA
3863621,1992-01-05,72764.06,F,4-NOT SPECIFIED,Customer#000136709,AUTOMOBILE,BRAZIL,AMERICA
3740353,1992-01-05,37988.04,F,1-URGENT,Customer#000087502,MACHINERY,KENYA,AFRICA
4023264,1992-01-05,72752.96,F,4-NOT SPECIFIED,Customer#000083423,HOUSEHOLD,EGYPT,MIDDLE EAST
1657826,1992-01-05,60899.70,F,5-LOW,Customer#000124255,AUTOMOBILE,EGYPT,MIDDLE EAST
3888742,1992-01-05,98852.15,F,3-MEDIUM,Customer#000098893,HOUSEHOLD,MOZAMBIQUE,AFRICA
730311,1992-01-05,357405.51,F,5-LOW,Customer#000001370,BUILDING,CHINA,ASIA
5862882,1992-01-05,90934.13,F,3-MEDIUM,Customer#000010172,BUILDING,INDIA,ASIA
5909952,1992-01-05,182771.76,F,1-URGENT,Customer#000097633,FURNITURE,UNITED STATES,AMERICA
2135042,1992-01-05,151888.62,F,3-MEDIUM,Customer#000080869,FURNITURE,BRAZIL,AMERICA
5403873,1992-01-05,235469.81,F,5-LOW,Customer#000070412,MACHINERY,ARGENTINA,AMERICA
1592708,1992-01-05,198354.37,F,4-NOT SPECIFIED,Customer#000013802,AUTOMOBILE,ETHIOPIA,AFRICA
4087936,1992-01-05,39174.69,F,4-NOT SPECIFIED,Customer#000035749,BUILDING,UNITED STATES,AMERICA
5266471,1992-01-05,32551.23,F,1-URGENT,Customer#000038903,AUTOMOBILE,FRANCE,EUROPE
2592130,1992-01-05,27441.40,F,5-LOW,Customer#000083066,MACHINERY,IRAN,MIDDLE EAST
227620,1992-01-05,98358.60,F,3-MEDIUM,Customer#000127576,MACHINERY,EGYPT,MIDDLE EAST
5402852,1992-01-05,97871.97,F,5-LOW,Customer#000057436,FURNITURE,RUSSIA,EUROPE
5416006,1992-01-05,108619.96,F,4-NOT SPECIFIED,Customer#000029188,MACHINERY,EGYPT,MIDDLE EAST
1895814,1992-01-05,249089.48,F,3-MEDIUM,Customer#000113153,AUTOMOBILE,UNITED STATES,AMERICA
5345765,1992-01-05,190963.39,F,2-HIGH,Customer#000022118,FURNITURE,PERU,AMERICA
2421283,1992-01-05,96186.31,F,1-URGENT,Customer#000052513,BUILDING,BRAZIL,AMERICA
2561159,1992-01-05,79995.90,F,1-URGENT,Customer#000141301,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
1550113,1992-01-05,101894.91,F,2-HIGH,Customer#000063173,MACHINERY,UNITED KINGDOM,EUROPE
3643680,1992-01-05,139924.22,F,2-HIGH,Customer#000123635,HOUSEHOLD,CANADA,AMERICA
5537184,1992-01-05,273119.99,F,3-MEDIUM,Customer#000099641,MACHINERY,JAPAN,ASIA
5253607,1992-01-05,138396.56,F,3-MEDIUM,Customer#000124114,AUTOMOBILE,PERU,AMERICA
5777666,1992-01-05,256882.22,F,3-MEDIUM,Customer#000017128,BUILDING,FRANCE,EUROPE
803106,1992-01-05,115735.16,F,5-LOW,Customer#000059587,BUILDING,RUSSIA,EUROPE
864551,1992-01-05,183787.05,F,3-MEDIUM,Customer#000023857,HOUSEHOLD,ALGERIA,AFRICA
2544998,1992-01-05,67582.81,F,1-URGENT,Customer#000067840,MACHINERY,INDONESIA,ASIA
4280386,1992-01-05,393128.13,F,2-HIGH,Customer#000108466,HOUSEHOLD,INDIA,ASIA
5570212,1992-01-05,192330.16,F,5-LOW,Customer#000032081,AUTOMOBILE,KENYA,AFRICA
2872868,1992-01-05,119537.64,F,2-HIGH,Customer#000061424,AUTOMOBILE,KENYA,AFRICA
4217989,1992-01-05,195684.55,F,3-MEDIUM,Customer#000141196,FURNITURE,CHINA,ASIA
4560865,1992-01-05,151632.09,F,5-LOW,Customer#000116131,FURNITURE,INDIA,ASIA
4736545,1992-01-05,60763.06,F,2-HIGH,Customer#000117140,FURNITURE,CHINA,ASIA
4741863,1992-01-05,171133.70,F,2-HIGH,Customer#000106504,AUTOMOBILE,ROMANIA,EUROPE
4374915,1992-01-05,137477.84,F,4-NOT SPECIFIED,Customer#000016235,MACHINERY,VIETNAM,ASIA
5639360,1992-01-05,135546.50,F,3-MEDIUM,Customer#000057728,FURNITURE,ETHIOPIA,AFRICA
5281763,1992-01-05,84694.72,F,1-URGENT,Customer#000124009,FURNITURE,JORDAN,MIDDLE EAST
4701888,1992-01-05,282208.03,F,1-URGENT,Customer#000076439,BUILDING,CHINA,ASIA
924064,1992-01-05,261817.08,F,4-NOT SPECIFIED,Customer#000046219,FURNITURE,JAPAN,ASIA
662019,1992-01-05,249876.90,F,4-NOT SPECIFIED,Customer#000037609,HOUSEHOLD,ETHIOPIA,AFRICA
5510403,1992-01-05,229899.58,F,5-LOW,Customer#000082378,HOUSEHOLD,UNITED STATES,AMERICA
2859170,1992-01-05,126689.08,F,1-URGENT,Customer#000029945,AUTOMOBILE,ROMANIA,EUROPE
969571,1992-01-05,141550.46,F,4-NOT SPECIFIED,Customer#000073351,AUTOMOBILE,EGYPT,MIDDLE EAST
5661665,1992-01-05,216649.15,F,3-MEDIUM,Customer#000100781,MACHINERY,IRAN,MIDDLE EAST
1196001,1992-01-05,161393.31,F,4-NOT SPECIFIED,Customer#000094619,HOUSEHOLD,UNITED STATES,AMERICA
5071907,1992-01-05,161072.71,F,3-MEDIUM,Customer#000134996,MACHINERY,GERMANY,EUROPE
5315138,1992-01-05,83670.31,F,3-MEDIUM,Customer#000107596,MACHINERY,IRAQ,MIDDLE EAST
4489345,1992-01-05,166396.89,F,3-MEDIUM,Customer#000049297,BUILDING,CHINA,ASIA
906819,1992-01-05,12366.51,F,5-LOW,Customer#000056444,BUILDING,ETHIOPIA,AFRICA
4448551,1992-01-05,284984.11,F,1-URGENT,Customer#000021562,HOUSEHOLD,UNITED KINGDOM,EUROPE
4736836,1992-01-05,29762.26,F,1-URGENT,Customer#000118900,MACHINERY,KENYA,AFRICA
1482563,1992-01-05,221780.22,F,1-URGENT,Customer#000050339,AUTOMOBILE,IRAQ,MIDDLE EAST
3772869,1992-01-05,48739.92,F,1-URGENT,Customer#000021073,MACHINERY,RUSSIA,EUROPE
2615361,1992-01-05,101105.11,F,3-MEDIUM,Customer#000058225,MACHINERY,CANADA,AMERICA
4648033,1992-01-05,84710.47,F,4-NOT SPECIFIED,Customer#000149170,BUILDING,CANADA,AMERICA
2527457,1992-01-05,178438.16,F,5-LOW,Customer#000064451,MACHINERY,IRAQ,MIDDLE EAST
4760929,1992-01-05,229777.84,F,5-LOW,Customer#000023023,HOUSEHOLD,JAPAN,ASIA
4664611,1992-01-05,226225.93,F,5-LOW,Customer#000037951,FURNITURE,GERMANY,EUROPE
4590245,1992-01-05,269310.73,F,4-NOT SPECIFIED,Customer#000020398,HOUSEHOLD,JAPAN,ASIA
4711655,1992-01-05,224745.31,F,5-LOW,Customer#000121433,BUILDING,MOROCCO,AFRICA
2539943,1992-01-05,228420.11,F,1-URGENT,Customer#000115909,FURNITURE,ROMANIA,EUROPE
4477477,1992-01-05,249969.86,F,4-NOT SPECIFIED,Customer#000056056,MACHINERY,JORDAN,MIDDLE EAST
1176707,1992-01-05,144775.50,F,3-MEDIUM,Customer#000126844,BUILDING,ETHIOPIA,AFRICA
2149798,1992-01-05,152429.62,F,3-MEDIUM,Customer#000049681,AUTOMOBILE,INDONESIA,ASIA
2745669,1992-01-05,124136.86,F,1-URGENT,Customer#000132322,HOUSEHOLD,VIETNAM,ASIA
2019109,1992-01-05,193191.42,F,2-HIGH,Customer#000116935,AUTOMOBILE,FRANCE,EUROPE
3196548,1992-01-05,375310.95,F,3-MEDIUM,Customer#000102119,MACHINERY,ROMANIA,EUROPE
3407717,1992-01-05,172617.32,F,2-HIGH,Customer#000122722,FURNITURE,MOZAMBIQUE,AFRICA
2358787,1992-01-05,105888.14,F,2-HIGH,Customer#000145562,BUILDING,CHINA,ASIA
2658884,1992-01-05,236592.64,F,2-HIGH,Customer#000065764,BUILDING,INDONESIA,ASIA
2313796,1992-01-05,174442.33,F,3-MEDIUM,Customer#000096433,HOUSEHOLD,IRAN,MIDDLE EAST
547329,1992-01-05,213946.04,F,1-URGENT,Customer#000130301,FURNITURE,MOROCCO,AFRICA
2995104,1992-01-05,204573.78,F,3-MEDIUM,Customer#000071257,MACHINERY,INDIA,ASIA
312038,1992-01-05,152920.11,F,3-MEDIUM,Customer#000115762,BUILDING,ALGERIA,AFRICA
5626497,1992-01-05,174368.92,F,4-NOT SPECIFIED,Customer#000039425,MACHINERY,RUSSIA,EUROPE
2559425,1992-01-05,148133.22,F,5-LOW,Customer#000005732,AUTOMOBILE,KENYA,AFRICA
1889445,1992-01-05,177609.81,F,3-MEDIUM,Customer#000127957,HOUSEHOLD,ROMANIA,EUROPE
4860514,1992-01-05,67455.92,F,2-HIGH,Customer#000022762,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
5087202,1992-01-05,170887.84,F,1-URGENT,Customer#000118820,FURNITURE,SAUDI ARABIA,MIDDLE EAST
4456547,1992-01-05,238618.07,F,3-MEDIUM,Customer#000035135,HOUSEHOLD,ALGERIA,AFRICA
125989,1992-01-05,240539.45,F,3-MEDIUM,Customer#000119615,AUTOMOBILE,EGYPT,MIDDLE EAST
1152231,1992-01-05,215457.64,F,3-MEDIUM,Customer#000127213,FURNITURE,IRAN,MIDDLE EAST
69632,1992-01-05,373901.97,F,3-MEDIUM,Customer#000117508,FURNITURE,RUSSIA,EUROPE
625255,1992-01-05,96315.59,F,1-URGENT,Customer#000083218,FURNITURE,VIETNAM,ASIA
39619,1992-01-05,119541.37,F,5-LOW,Customer#000034699,FURNITURE,BRAZIL,AMERICA
16064,1992-01-05,143667.48,F,3-MEDIUM,Customer#000001795,MACHINERY,VIETNAM,ASIA
2804451,1992-01-05,283239.78,F,2-HIGH,Customer#000064793,MACHINERY,FRANCE,EUROPE
5893479,1992-01-05,87292.38,F,1-URGENT,Customer#000137179,MACHINERY,MOZAMBIQUE,AFRICA
5658309,1992-01-05,178647.08,F,2-HIGH,Customer#000083881,MACHINERY,RUSSIA,EUROPE
1968835,1992-01-05,281420.90,F,1-URGENT,Customer#000055424,BUILDING,ARGENTINA,AMERICA
1836869,1992-01-05,131729.55,F,4-NOT SPECIFIED,Customer#000098062,AUTOMOBILE,KENYA,AFRICA
3213252,1992-01-05,13829.04,F,2-HIGH,Customer#000085894,FURNITURE,UNITED STATES,AMERICA
3039558,1992-01-05,240803.64,F,1-URGENT,Customer#000094948,MACHINERY,KENYA,AFRICA
3565378,1992-01-05,31254.20,F,1-URGENT,Customer#000065029,MACHINERY,ALGERIA,AFRICA
3316385,1992-01-05,225566.24,F,1-URGENT,Customer#000054502,AUTOMOBILE,ARGENTINA,AMERICA
3474663,1992-01-05,125418.07,F,2-HIGH,Customer#000128842,AUTOMOBILE,FRANCE,EUROPE
3336999,1992-01-05,213793.15,F,5-LOW,Customer#000019538,FURNITURE,MOROCCO,AFRICA
3526688,1992-01-05,52364.45,F,1-URGENT,Customer#000113228,MACHINERY,MOROCCO,AFRICA
3573605,1992-01-05,199018.87,F,4-NOT SPECIFIED,Customer#000006268,BUILDING,ETHIOPIA,AFRICA
3235201,1992-01-05,218560.09,F,5-LOW,Customer#000059170,HOUSEHOLD,UNITED KINGDOM,EUROPE
3465280,1992-01-05,59865.42,F,4-NOT SPECIFIED,Customer#000117269,MACHINERY,ETHIOPIA,AFRICA
3391749,1992-01-05,29161.03,F,2-HIGH,Customer#000084466,AUTOMOBILE,INDIA,ASIA
1525378,1992-01-05,92388.01,F,4-NOT SPECIFIED,Customer#000022888,AUTOMOBILE,GERMANY,EUROPE
3443750,1992-01-05,137073.38,F,3-MEDIUM,Customer#000069857,FURNITURE,IRAN,MIDDLE EAST
3499203,1992-01-05,140416.63,F,1-URGENT,Customer#000090253,FURNITURE,ARGENTINA,AMERICA
3394022,1992-01-05,123872.69,F,4-NOT SPECIFIED,Customer#000137770,FURNITURE,KENYA,AFRICA
3457478,1992-01-05,112266.94,F,3-MEDIUM,Customer#000130358,FURNITURE,INDONESIA,ASIA
3456581,1992-01-05,176320.64,F,5-LOW,Customer#000149473,MACHINERY,MOZAMBIQUE,AFRICA
3199205,1992-01-05,133660.94,F,5-LOW,Customer#000039298,FURNITURE,CHINA,ASIA
3020867,1992-01-05,154826.37,F,1-URGENT,Customer#000121172,FURNITURE,JORDAN,MIDDLE EAST
3056960,1992-01-05,86708.31,F,2-HIGH,Customer#000002500,MACHINERY,ALGERIA,AFRICA
3596929,1992-01-05,202186.25,F,4-NOT SPECIFIED,Customer#000073745,BUILDING,EGYPT,MIDDLE EAST
3454115,1992-01-06,45996.39,F,2-HIGH,Customer#000108043,BUILDING,ETHIOPIA,AFRICA
3432450,1992-01-06,246278.50,F,3-MEDIUM,Customer#000134500,FURNITURE,ETHIOPIA,AFRICA
3217604,1992-01-06,48598.01,F,2-HIGH,Customer#000142648,FURNITURE,JAPAN,ASIA
3505571,1992-01-06,166618.41,F,1-URGENT,Customer#000101683,AUTOMOBILE,ETHIOPIA,AFRICA
3478880,1992-01-06,9489.79,F,3-MEDIUM,Customer#000008255,AUTOMOBILE,MOROCCO,AFRICA
3513473,1992-01-06,1507.91,F,3-MEDIUM,Customer#000140578,BUILDING,JORDAN,MIDDLE EAST
5762114,1992-01-06,254828.53,F,2-HIGH,Customer#000018574,HOUSEHOLD,FRANCE,EUROPE
3582018,1992-01-06,223431.46,F,1-URGENT,Customer#000007924,MACHINERY,ROMANIA,EUROPE
3485445,1992-01-06,319412.12,F,1-URGENT,Customer#000102460,BUILDING,IRAQ,MIDDLE EAST
3166309,1992-01-06,192969.14,F,2-HIGH,Customer#000076195,AUTOMOBILE,IRAN,MIDDLE EAST
3126339,1992-01-06,282246.71,F,4-NOT SPECIFIED,Customer#000108271,BUILDING,ETHIOPIA,AFRICA
3072422,1992-01-06,165740.85,F,1-URGENT,Customer#000039823,FURNITURE,JORDAN,MIDDLE EAST
3219363,1992-01-06,152110.22,F,1-URGENT,Customer#000048026,AUTOMOBILE,MOZAMBIQUE,AFRICA
3040832,1992-01-06,60562.34,F,1-URGENT,Customer#000101491,BUILDING,FRANCE,EUROPE
3285760,1992-01-06,149984.82,F,5-LOW,Customer#000069421,FURNITURE,MOZAMBIQUE,AFRICA
3446498,1992-01-06,120253.24,F,5-LOW,Customer#000056035,HOUSEHOLD,BRAZIL,AMERICA
3540101,1992-01-06,203737.42,F,1-URGENT,Customer#000046000,FURNITURE,IRAQ,MIDDLE EAST
3271973,1992-01-06,180989.87,F,2-HIGH,Customer#000088033,MACHINERY,RUSSIA,EUROPE
3467173,1992-01-06,159061.48,F,4-NOT SPECIFIED,Customer#000043358,BUILDING,KENYA,AFRICA
3250208,1992-01-06,225655.45,F,2-HIGH,Customer#000149854,HOUSEHOLD,BRAZIL,AMERICA
3576868,1992-01-06,221119.75,F,2-HIGH,Customer#000027433,BUILDING,RUSSIA,EUROPE
1415203,1992-01-06,15457.07,F,2-HIGH,Customer#000088885,AUTOMOBILE,IRAN,MIDDLE EAST
3450759,1992-01-06,148698.56,F,1-URGENT,Customer#000058046,HOUSEHOLD,PERU,AMERICA
3250342,1992-01-06,152735.10,F,3-MEDIUM,Customer#000129761,MACHINERY,JORDAN,MIDDLE EAST
4885317,1992-01-06,285016.81,F,5-LOW,Customer#000050407,FURNITURE,JAPAN,ASIA
431552,1992-01-06,289093.06,F,3-MEDIUM,Customer#000007208,FURNITURE,IRAQ,MIDDLE EAST
2197921,1992-01-06,3967.59,F,3-MEDIUM,Customer#000034642,HOUSEHOLD,ARGENTINA,AMERICA
783462,1992-01-06,183525.38,F,1-URGENT,Customer#000072254,FURNITURE,PERU,AMERICA
1205223,1992-01-06,28830.62,F,2-HIGH,Customer#000073972,HOUSEHOLD,JORDAN,MIDDLE EAST
1749829,1992-01-06,161635.63,F,2-HIGH,Customer#000091537,AUTOMOBILE,MOROCCO,AFRICA
1658919,1992-01-06,201272.72,F,1-URGENT,Customer#000093130,AUTOMOBILE,SAUDI ARABIA,MIDDLE EAST
1516708,1992-01-06,241789.51,F,3-MEDIUM,Customer#000086102,FURNITURE,INDIA,ASIA
3919361,1992-01-06,384147.36,F,2-HIGH,Customer#000030070,FURNITURE,RUSSIA,EUROPE
1476198,1992-01-06,42695.55,F,2-HIGH,Customer#000089035,BUILDING,UNITED KINGDOM,EUROPE
3863555,1992-01-06,207980.56,F,5-LOW,Customer#000090211,AUTOMOBILE,IRAN,MIDDLE EAST
1609157,1992-01-06,8153.04,F,5-LOW,Customer#000130642,HOUSEHOLD,RUSSIA,EUROPE
4116612,1992-01-06,268002.46,F,3-MEDIUM,Customer#000017425,AUTOMOBILE,KENYA,AFRICA
3970437,1992-01-06,94432.78,F,4-NOT SPECIFIED,Customer#000042346,AUTOMOBILE,UNITED KINGDOM,EUROPE
1310886,1992-01-06,24871.59,F,3-MEDIUM,Customer#000143791,AUTOMOBILE,PERU,AMERICA
3725408,1992-01-06,196446.02,F,3-MEDIUM,Customer#000081085,AUTOMOBILE,SAUDI ARABIA,MIDDLE EAST
4033347,1992-01-06,69754.96,F,5-LOW,Customer#000052894,AUTOMOBILE,FRANCE,EUROPE
4294119,1992-01-06,86128.54,F,5-LOW,Customer#000118253,MACHINERY,EGYPT,MIDDLE EAST
1520003,1992-01-06,276130.99,F,4-NOT SPECIFIED,Customer#000126931,HOUSEHOLD,JORDAN,MIDDLE EAST
1489094,1992-01-06,245446.39,F,4-NOT SPECIFIED,Customer#000013654,BUILDING,ALGERIA,AFRICA
1473792,1992-01-06,283607.38,F,3-MEDIUM,Customer#000032893,AUTOMOBILE,IRAN,MIDDLE EAST
4066017,1992-01-06,219674.72,F,1-URGENT,Customer#000020899,MACHINERY,VIETNAM,ASIA
196834,1992-01-06,84697.01,F,4-NOT SPECIFIED,Customer#000049459,BUILDING,INDONESIA,ASIA
2006341,1992-01-06,100800.52,F,4-NOT SPECIFIED,Customer#000039052,FURNITURE,BRAZIL,AMERICA
2036417,1992-01-06,5644.40,F,2-HIGH,Customer#000123736,AUTOMOBILE,ETHIOPIA,AFRICA
1285956,1992-01-06,183888.54,F,5-LOW,Customer#000015271,FURNITURE,KENYA,AFRICA
1810245,1992-01-06,86299.55,F,5-LOW,Customer#000030415,AUTOMOBILE,JAPAN,ASIA
2100642,1992-01-06,130074.51,F,2-HIGH,Customer#000027259,MACHINERY,INDIA,ASIA
1892291,1992-01-06,330856.30,F,5-LOW,Customer#000115700,MACHINERY,JAPAN,ASIA
2812678,1992-01-06,68372.61,F,4-NOT SPECIFIED,Customer#000109519,BUILDING,GERMANY,EUROPE
1144482,1992-01-06,122565.09,F,5-LOW,Customer#000126676,HOUSEHOLD,INDONESIA,ASIA
2480870,1992-01-06,170750.77,F,3-MEDIUM,Customer#000094255,FURNITURE,MOZAMBIQUE,AFRICA
2955008,1992-01-06,119376.02,F,3-MEDIUM,Customer#000119677,BUILDING,INDIA,ASIA
2717607,1992-01-06,175181.24,F,3-MEDIUM,Customer#000094549,HOUSEHOLD,MOROCCO,AFRICA
4085734,1992-01-06,242072.69,F,2-HIGH,Customer#000036191,AUTOMOBILE,CANADA,AMERICA
2693447,1992-01-06,420780.73,F,5-LOW,Customer#000026237,MACHINERY,IRAQ,MIDDLE EAST
2714656,1992-01-06,269589.62,F,4-NOT SPECIFIED,Customer#000131678,HOUSEHOLD,IRAN,MIDDLE EAST
2406178,1992-01-06,88976.97,F,5-LOW,Customer#000001738,AUTOMOBILE,INDIA,ASIA
2511493,1992-01-06,93262.39,F,1-URGENT,Customer#000080036,MACHINERY,VIETNAM,ASIA
